case:concept:name,concept:name,time:timestamp,cost,org:resource
158,Activity 20,2023-01-03 08:59:00,230,Anna
158,Activity 37,2023-01-03 10:24:00,206,Mike
158,Activity 50,2023-01-03 11:47:00,75,John
158,Activity 26,2023-01-03 12:57:00,56,Peter
158,Activity 45,2023-01-03 13:00:00,295,Laura
158,Activity 34,2023-01-03 14:11:00,241,John
158,Activity 12,2023-01-03 15:10:00,139,Anna
158,Activity 4,2023-01-03 16:21:00,253,Anna
159,Activity 39,2023-01-02 16:32:00,98,Laura
159,Activity 7,2023-01-02 18:14:00,158,Anna
159,Activity 17,2023-01-02 19:14:00,183,Mike
159,Activity 18,2023-01-02 20:40:00,177,Tom
159,Activity 46,2023-01-02 21:28:00,268,Anna
159,Activity 47,2023-01-02 23:07:00,125,Peter
159,Activity 27,2023-01-03 00:51:00,291,Peter
159,Activity 8,2023-01-03 02:18:00,82,Tom
159,Activity 50,2023-01-03 03:15:00,104,Anna
159,Activity 48,2023-01-03 04:36:00,236,Peter
160,Activity 18,2023-01-01 12:18:00,97,Peter
160,Activity 2,2023-01-01 12:21:00,255,Susan
160,Activity 42,2023-01-01 14:05:00,65,Lisa
161,Activity 2,2023-01-01 22:19:00,273,Anna
161,Activity 42,2023-01-01 23:36:00,240,Laura
161,Activity 50,2023-01-02 00:24:00,140,Susan
161,Activity 35,2023-01-02 00:47:00,155,Susan
161,Activity 13,2023-01-02 02:41:00,216,Laura
161,Activity 35,2023-01-02 04:39:00,267,Anna
161,Activity 25,2023-01-02 04:46:00,71,Tom
162,Activity 2,2023-01-01 21:57:00,240,Anna
162,Activity 23,2023-01-01 22:11:00,298,Lisa
162,Activity 16,2023-01-01 23:33:00,201,Lisa
162,Activity 45,2023-01-02 00:57:00,159,Susan
162,Activity 14,2023-01-02 01:42:00,161,Laura
163,Activity 28,2023-01-02 01:23:00,189,Tom
163,Activity 11,2023-01-02 02:15:00,233,Peter
163,Activity 18,2023-01-02 02:59:00,184,Anna
163,Activity 29,2023-01-02 04:33:00,169,Peter
164,Activity 18,2023-01-03 06:33:00,266,Tom
164,Activity 26,2023-01-03 06:54:00,192,Susan
164,Activity 45,2023-01-03 08:12:00,97,Susan
164,Activity 14,2023-01-03 09:49:00,209,Anna
164,Activity 28,2023-01-03 11:23:00,166,John
164,Activity 25,2023-01-03 12:30:00,128,Mike
164,Activity 14,2023-01-03 13:46:00,290,Laura
164,Activity 35,2023-01-03 15:31:00,295,John
164,Activity 15,2023-01-03 16:35:00,153,Susan
165,Activity 5,2023-01-02 20:11:00,164,Susan
165,Activity 5,2023-01-02 20:52:00,199,Peter
165,Activity 1,2023-01-02 22:35:00,95,Anna
165,Activity 23,2023-01-02 23:37:00,197,John
165,Activity 40,2023-01-03 01:10:00,155,Anna
165,Activity 15,2023-01-03 01:45:00,155,Lisa
165,Activity 31,2023-01-03 02:43:00,227,Anna
166,Activity 4,2023-01-02 07:49:00,110,Lisa
166,Activity 37,2023-01-02 09:25:00,152,Peter
166,Activity 29,2023-01-02 09:28:00,267,Anna
166,Activity 49,2023-01-02 11:17:00,280,Anna
167,Activity 48,2023-01-03 03:55:00,171,John
167,Activity 3,2023-01-03 04:04:00,262,Lisa
167,Activity 41,2023-01-03 04:12:00,239,John
167,Activity 17,2023-01-03 04:18:00,190,Susan
167,Activity 9,2023-01-03 05:45:00,190,Mike
167,Activity 24,2023-01-03 07:36:00,230,Lisa
167,Activity 11,2023-01-03 08:36:00,56,Anna
167,Activity 21,2023-01-03 09:05:00,175,Peter
168,Activity 18,2023-01-03 08:45:00,170,Lisa
168,Activity 32,2023-01-03 10:22:00,92,Laura
168,Activity 21,2023-01-03 11:47:00,230,Tom
168,Activity 14,2023-01-03 12:47:00,89,Mike
168,Activity 22,2023-01-03 13:59:00,196,Laura
168,Activity 3,2023-01-03 15:29:00,141,Laura
168,Activity 8,2023-01-03 17:24:00,239,John
169,Activity 50,2023-01-02 18:30:00,140,Peter
169,Activity 25,2023-01-02 19:50:00,267,Mike
169,Activity 17,2023-01-02 21:05:00,52,Laura
169,Activity 7,2023-01-02 22:18:00,192,Anna
169,Activity 43,2023-01-02 23:03:00,148,Mike
170,Activity 47,2023-01-01 10:03:00,104,Lisa
170,Activity 39,2023-01-01 10:22:00,182,Tom
170,Activity 12,2023-01-01 11:06:00,176,Tom
170,Activity 1,2023-01-01 12:18:00,131,John
170,Activity 23,2023-01-01 12:31:00,175,Mike
170,Activity 2,2023-01-01 14:30:00,64,Laura
171,Activity 19,2023-01-02 04:29:00,290,Susan
171,Activity 32,2023-01-02 05:41:00,115,Anna
171,Activity 21,2023-01-02 06:57:00,159,Mike
171,Activity 26,2023-01-02 08:12:00,145,Tom
172,Activity 31,2023-01-01 14:00:00,300,Laura
172,Activity 37,2023-01-01 14:10:00,66,Susan
172,Activity 18,2023-01-01 15:29:00,127,Laura
172,Activity 29,2023-01-01 16:56:00,216,Anna
172,Activity 9,2023-01-01 18:51:00,113,Tom
172,Activity 11,2023-01-01 19:37:00,101,Laura
172,Activity 12,2023-01-01 20:26:00,156,Anna
172,Activity 7,2023-01-01 21:10:00,132,Peter
172,Activity 10,2023-01-01 22:53:00,168,Tom
173,Activity 15,2023-01-01 12:03:00,129,Peter
173,Activity 34,2023-01-01 13:35:00,221,Lisa
173,Activity 45,2023-01-01 14:25:00,116,Lisa
173,Activity 26,2023-01-01 16:22:00,111,Mike
173,Activity 16,2023-01-01 17:56:00,110,Lisa
173,Activity 17,2023-01-01 19:56:00,270,Peter
173,Activity 47,2023-01-01 21:40:00,277,John
173,Activity 8,2023-01-01 23:39:00,200,John
174,Activity 36,2023-01-01 15:36:00,159,Peter
174,Activity 3,2023-01-01 15:54:00,232,Anna
174,Activity 29,2023-01-01 16:11:00,112,Mike
174,Activity 20,2023-01-01 17:06:00,258,Anna
174,Activity 30,2023-01-01 18:56:00,205,Laura
174,Activity 14,2023-01-01 19:53:00,97,Peter
174,Activity 40,2023-01-01 21:26:00,215,Anna
175,Activity 17,2023-01-02 09:21:00,230,Peter
175,Activity 20,2023-01-02 10:11:00,279,John
175,Activity 21,2023-01-02 11:12:00,285,Tom
175,Activity 36,2023-01-02 12:02:00,107,John
175,Activity 30,2023-01-02 12:32:00,236,Lisa
175,Activity 24,2023-01-02 14:03:00,113,Laura
175,Activity 43,2023-01-02 15:01:00,72,Lisa
175,Activity 48,2023-01-02 17:00:00,85,John
175,Activity 40,2023-01-02 17:10:00,200,Susan
176,Activity 21,2023-01-03 08:02:00,82,Anna
176,Activity 34,2023-01-03 08:55:00,247,Lisa
176,Activity 46,2023-01-03 09:56:00,157,Peter
176,Activity 8,2023-01-03 10:53:00,62,Susan
176,Activity 34,2023-01-03 11:16:00,135,Tom
177,Activity 10,2023-01-02 20:45:00,66,Mike
177,Activity 42,2023-01-02 21:13:00,182,Susan
177,Activity 20,2023-01-02 23:03:00,276,Lisa
177,Activity 1,2023-01-02 23:12:00,60,Tom
178,Activity 22,2023-01-01 11:18:00,66,John
178,Activity 41,2023-01-01 12:28:00,287,Anna
178,Activity 17,2023-01-01 13:38:00,70,Susan
179,Activity 1,2023-01-01 10:00:00,198,John
179,Activity 31,2023-01-01 11:06:00,109,John
179,Activity 4,2023-01-01 12:30:00,137,Laura
179,Activity 39,2023-01-01 14:26:00,221,Lisa
179,Activity 48,2023-01-01 15:36:00,146,John
179,Activity 32,2023-01-01 16:18:00,80,Lisa
179,Activity 42,2023-01-01 18:12:00,220,John
179,Activity 22,2023-01-01 19:51:00,152,Susan
179,Activity 9,2023-01-01 21:27:00,150,Tom
179,Activity 10,2023-01-01 23:06:00,216,Mike
180,Activity 27,2023-01-01 11:51:00,219,Anna
180,Activity 37,2023-01-01 12:41:00,204,Peter
180,Activity 47,2023-01-01 14:29:00,286,Laura
180,Activity 10,2023-01-01 15:17:00,67,Susan
180,Activity 27,2023-01-01 15:53:00,123,Tom
180,Activity 7,2023-01-01 16:02:00,69,Lisa
181,Activity 28,2023-01-02 10:12:00,289,Mike
181,Activity 1,2023-01-02 10:19:00,172,Susan
181,Activity 15,2023-01-02 10:53:00,214,Anna
181,Activity 50,2023-01-02 11:44:00,128,Tom
181,Activity 33,2023-01-02 11:45:00,147,Anna
181,Activity 47,2023-01-02 12:03:00,206,Susan
181,Activity 47,2023-01-02 12:56:00,221,Susan
181,Activity 27,2023-01-02 13:40:00,195,Anna
181,Activity 31,2023-01-02 14:27:00,273,Anna
181,Activity 10,2023-01-02 16:17:00,246,Anna
182,Activity 12,2023-01-03 00:36:00,291,Laura
182,Activity 15,2023-01-03 00:56:00,205,Anna
182,Activity 11,2023-01-03 01:09:00,114,Anna
182,Activity 25,2023-01-03 02:07:00,122,John
183,Activity 45,2023-01-02 10:09:00,296,Tom
183,Activity 29,2023-01-02 11:25:00,208,John
183,Activity 8,2023-01-02 11:52:00,94,Lisa
183,Activity 9,2023-01-02 13:31:00,297,Peter
183,Activity 27,2023-01-02 15:27:00,258,Susan
183,Activity 24,2023-01-02 17:18:00,278,Susan
183,Activity 11,2023-01-02 17:37:00,115,Peter
183,Activity 29,2023-01-02 19:34:00,160,Tom
183,Activity 31,2023-01-02 20:20:00,179,Mike
183,Activity 16,2023-01-02 20:57:00,81,Laura
184,Activity 3,2023-01-02 20:06:00,166,Mike
184,Activity 21,2023-01-02 21:12:00,119,Lisa
184,Activity 42,2023-01-02 22:52:00,62,Peter
184,Activity 49,2023-01-02 23:26:00,247,John
184,Activity 46,2023-01-03 00:50:00,147,Mike
184,Activity 34,2023-01-03 02:03:00,165,John
185,Activity 40,2023-01-02 22:45:00,127,Laura
185,Activity 11,2023-01-02 23:49:00,249,Laura
185,Activity 20,2023-01-03 00:43:00,115,Mike
185,Activity 29,2023-01-03 01:17:00,217,Mike
185,Activity 32,2023-01-03 02:08:00,259,Anna
185,Activity 49,2023-01-03 03:33:00,50,Tom
185,Activity 8,2023-01-03 04:56:00,152,Anna
185,Activity 27,2023-01-03 06:34:00,298,John
186,Activity 45,2023-01-01 11:37:00,277,Lisa
186,Activity 37,2023-01-01 13:29:00,295,Susan
186,Activity 27,2023-01-01 14:46:00,292,Tom
186,Activity 41,2023-01-01 14:59:00,66,Anna
187,Activity 3,2023-01-01 09:53:00,241,Laura
187,Activity 31,2023-01-01 10:09:00,97,Anna
187,Activity 29,2023-01-01 10:31:00,135,Tom
187,Activity 42,2023-01-01 10:38:00,253,Peter
187,Activity 30,2023-01-01 11:04:00,251,Tom
187,Activity 50,2023-01-01 11:36:00,276,Anna
188,Activity 25,2023-01-02 15:23:00,73,Mike
188,Activity 39,2023-01-02 15:28:00,60,Lisa
188,Activity 26,2023-01-02 16:02:00,253,Peter
189,Activity 46,2023-01-02 11:27:00,215,Peter
189,Activity 22,2023-01-02 12:51:00,107,John
189,Activity 28,2023-01-02 12:54:00,112,Mike
189,Activity 38,2023-01-02 13:09:00,73,Laura
189,Activity 35,2023-01-02 14:36:00,232,Anna
189,Activity 33,2023-01-02 16:35:00,73,Peter
189,Activity 44,2023-01-02 16:54:00,260,Susan
189,Activity 21,2023-01-02 17:51:00,170,Mike
189,Activity 39,2023-01-02 18:09:00,135,Laura
189,Activity 15,2023-01-02 18:26:00,144,Anna
190,Activity 18,2023-01-01 15:38:00,69,Peter
190,Activity 17,2023-01-01 17:11:00,136,Mike
190,Activity 21,2023-01-01 18:35:00,255,John
190,Activity 27,2023-01-01 18:42:00,144,Tom
190,Activity 28,2023-01-01 19:28:00,267,Laura
190,Activity 9,2023-01-01 20:57:00,257,Lisa
190,Activity 35,2023-01-01 21:39:00,72,Mike
190,Activity 40,2023-01-01 22:39:00,70,Tom
190,Activity 13,2023-01-02 00:07:00,98,Tom
190,Activity 13,2023-01-02 00:39:00,223,Susan
191,Activity 7,2023-01-02 02:31:00,201,Tom
191,Activity 4,2023-01-02 03:22:00,254,Tom
191,Activity 1,2023-01-02 03:42:00,163,Laura
191,Activity 39,2023-01-02 04:10:00,162,Tom
191,Activity 27,2023-01-02 06:10:00,131,Anna
191,Activity 44,2023-01-02 06:49:00,103,Tom
191,Activity 40,2023-01-02 07:38:00,253,Mike
191,Activity 9,2023-01-02 09:10:00,278,John
192,Activity 45,2023-01-03 03:56:00,264,Peter
192,Activity 44,2023-01-03 05:31:00,184,Anna
192,Activity 45,2023-01-03 07:19:00,300,Peter
192,Activity 35,2023-01-03 07:53:00,164,Lisa
192,Activity 36,2023-01-03 08:50:00,241,Mike
192,Activity 4,2023-01-03 10:15:00,239,John
192,Activity 43,2023-01-03 11:03:00,76,Peter
192,Activity 44,2023-01-03 11:12:00,140,John
192,Activity 18,2023-01-03 11:36:00,255,Mike
193,Activity 50,2023-01-02 10:15:00,146,Peter
193,Activity 27,2023-01-02 11:18:00,239,Lisa
193,Activity 5,2023-01-02 13:07:00,268,Peter
193,Activity 38,2023-01-02 13:52:00,161,Tom
193,Activity 35,2023-01-02 15:44:00,167,Peter
193,Activity 4,2023-01-02 16:00:00,272,Anna
193,Activity 39,2023-01-02 17:10:00,104,Mike
193,Activity 33,2023-01-02 18:53:00,197,Laura
193,Activity 33,2023-01-02 20:36:00,151,Tom
193,Activity 48,2023-01-02 21:37:00,81,Peter
194,Activity 35,2023-01-01 20:41:00,218,John
194,Activity 19,2023-01-01 21:46:00,264,Laura
194,Activity 6,2023-01-01 21:51:00,187,Lisa
194,Activity 10,2023-01-01 22:00:00,206,Mike
195,Activity 11,2023-01-02 04:00:00,156,Susan
195,Activity 5,2023-01-02 04:30:00,289,Lisa
195,Activity 49,2023-01-02 05:47:00,175,Tom
195,Activity 7,2023-01-02 06:02:00,266,Laura
195,Activity 25,2023-01-02 07:21:00,254,Mike
195,Activity 9,2023-01-02 08:05:00,149,Anna
195,Activity 33,2023-01-02 08:18:00,92,Tom
195,Activity 39,2023-01-02 10:15:00,112,Lisa
196,Activity 48,2023-01-02 04:40:00,199,Laura
196,Activity 48,2023-01-02 06:31:00,123,Lisa
196,Activity 2,2023-01-02 07:12:00,109,Peter
196,Activity 2,2023-01-02 07:53:00,145,Tom
196,Activity 38,2023-01-02 09:38:00,174,Tom
196,Activity 28,2023-01-02 11:21:00,270,Mike
196,Activity 47,2023-01-02 11:43:00,212,Lisa
196,Activity 41,2023-01-02 12:57:00,128,Tom
196,Activity 5,2023-01-02 13:24:00,258,Tom
197,Activity 19,2023-01-01 11:56:00,115,Lisa
197,Activity 12,2023-01-01 13:48:00,165,Lisa
197,Activity 47,2023-01-01 15:08:00,184,Anna
197,Activity 34,2023-01-01 15:51:00,269,Peter
197,Activity 50,2023-01-01 16:53:00,291,Anna
197,Activity 2,2023-01-01 18:13:00,249,Mike
197,Activity 1,2023-01-01 18:14:00,112,Anna
197,Activity 8,2023-01-01 19:01:00,55,Mike
197,Activity 32,2023-01-01 20:40:00,258,John
197,Activity 49,2023-01-01 21:29:00,293,Mike
198,Activity 24,2023-01-01 23:32:00,53,Mike
198,Activity 3,2023-01-02 00:18:00,270,John
198,Activity 27,2023-01-02 01:00:00,257,Mike
198,Activity 31,2023-01-02 01:48:00,162,Mike
199,Activity 21,2023-01-01 13:39:00,51,Lisa
199,Activity 7,2023-01-01 14:47:00,141,Anna
199,Activity 22,2023-01-01 16:01:00,218,Laura
199,Activity 8,2023-01-01 17:33:00,201,Mike
199,Activity 42,2023-01-01 18:02:00,182,Anna
199,Activity 39,2023-01-01 19:04:00,71,Susan
199,Activity 47,2023-01-01 20:35:00,218,Mike
200,Activity 35,2023-01-01 21:57:00,174,Susan
200,Activity 45,2023-01-01 23:07:00,128,John
200,Activity 17,2023-01-01 23:48:00,126,John
200,Activity 8,2023-01-01 23:50:00,282,John
200,Activity 37,2023-01-02 01:08:00,119,Susan
200,Activity 7,2023-01-02 01:53:00,72,Susan
200,Activity 9,2023-01-02 02:27:00,121,Lisa
200,Activity 7,2023-01-02 02:40:00,226,John
201,Activity 5,2023-01-02 11:33:00,290,Mike
201,Activity 33,2023-01-02 12:10:00,270,Lisa
201,Activity 28,2023-01-02 12:38:00,216,Susan
201,Activity 3,2023-01-02 13:17:00,76,Anna
201,Activity 20,2023-01-02 15:04:00,144,Mike
201,Activity 26,2023-01-02 16:05:00,270,Susan
201,Activity 43,2023-01-02 16:37:00,56,John
202,Activity 33,2023-01-02 14:25:00,221,Anna
202,Activity 27,2023-01-02 16:13:00,135,Peter
202,Activity 34,2023-01-02 16:49:00,245,John
202,Activity 29,2023-01-02 17:50:00,143,Laura
202,Activity 6,2023-01-02 18:22:00,106,Tom
202,Activity 33,2023-01-02 18:31:00,93,Laura
202,Activity 15,2023-01-02 19:28:00,99,John
203,Activity 21,2023-01-01 11:51:00,219,John
203,Activity 16,2023-01-01 12:37:00,205,Laura
203,Activity 45,2023-01-01 12:38:00,237,Susan
203,Activity 31,2023-01-01 13:36:00,164,Peter
204,Activity 25,2023-01-02 05:01:00,138,Laura
204,Activity 20,2023-01-02 05:28:00,237,Mike
204,Activity 27,2023-01-02 06:58:00,224,Lisa
204,Activity 34,2023-01-02 07:25:00,233,Laura
204,Activity 22,2023-01-02 07:28:00,100,Susan
204,Activity 34,2023-01-02 08:16:00,238,Lisa
204,Activity 6,2023-01-02 09:33:00,80,Lisa
205,Activity 32,2023-01-02 17:51:00,115,Lisa
205,Activity 5,2023-01-02 18:07:00,200,Peter
205,Activity 48,2023-01-02 19:21:00,88,Lisa
205,Activity 15,2023-01-02 20:16:00,192,Susan
205,Activity 13,2023-01-02 21:41:00,175,Mike
206,Activity 29,2023-01-02 21:18:00,194,Tom
206,Activity 48,2023-01-02 21:29:00,243,Peter
206,Activity 11,2023-01-02 22:06:00,145,John
206,Activity 4,2023-01-02 23:58:00,105,Mike
206,Activity 12,2023-01-03 00:35:00,256,Laura
206,Activity 17,2023-01-03 00:51:00,110,Tom
207,Activity 23,2023-01-03 08:31:00,239,Tom
207,Activity 3,2023-01-03 09:46:00,258,Peter
207,Activity 24,2023-01-03 11:02:00,276,Tom
207,Activity 2,2023-01-03 11:48:00,151,Mike
207,Activity 26,2023-01-03 13:45:00,251,Peter
207,Activity 40,2023-01-03 15:42:00,244,John
207,Activity 14,2023-01-03 17:04:00,172,Lisa
207,Activity 43,2023-01-03 18:48:00,112,Laura
208,Activity 27,2023-01-01 10:00:00,177,Laura
208,Activity 11,2023-01-01 10:56:00,295,Anna
208,Activity 24,2023-01-01 12:10:00,229,John
208,Activity 9,2023-01-01 12:41:00,234,Tom
208,Activity 41,2023-01-01 14:13:00,248,Anna
209,Activity 37,2023-01-02 13:40:00,199,John
209,Activity 7,2023-01-02 15:25:00,97,Anna
209,Activity 32,2023-01-02 16:43:00,201,Lisa
210,Activity 41,2023-01-02 05:28:00,117,Mike
210,Activity 17,2023-01-02 05:45:00,56,Anna
210,Activity 5,2023-01-02 07:25:00,182,Peter
210,Activity 4,2023-01-02 09:19:00,98,Tom
210,Activity 32,2023-01-02 09:25:00,267,Lisa
210,Activity 30,2023-01-02 10:55:00,52,Laura
211,Activity 5,2023-01-03 09:02:00,158,Susan
211,Activity 15,2023-01-03 10:19:00,100,Peter
211,Activity 41,2023-01-03 11:26:00,225,Laura
212,Activity 37,2023-01-03 08:26:00,186,Lisa
212,Activity 43,2023-01-03 09:31:00,163,Susan
212,Activity 18,2023-01-03 10:11:00,109,Lisa
212,Activity 22,2023-01-03 10:56:00,187,Mike
212,Activity 27,2023-01-03 11:28:00,239,Mike
212,Activity 6,2023-01-03 12:04:00,185,Anna
212,Activity 41,2023-01-03 12:19:00,74,Susan
212,Activity 35,2023-01-03 13:10:00,52,Mike
213,Activity 25,2023-01-02 09:53:00,151,Peter
213,Activity 11,2023-01-02 10:54:00,207,Lisa
213,Activity 1,2023-01-02 12:15:00,57,Laura
213,Activity 49,2023-01-02 13:06:00,216,John
213,Activity 41,2023-01-02 13:21:00,239,Peter
213,Activity 24,2023-01-02 14:09:00,84,Laura
213,Activity 23,2023-01-02 14:47:00,230,Anna
213,Activity 20,2023-01-02 16:30:00,239,Laura
213,Activity 24,2023-01-02 18:09:00,250,Susan
214,Activity 10,2023-01-03 08:03:00,70,Tom
214,Activity 10,2023-01-03 09:35:00,67,Tom
214,Activity 32,2023-01-03 09:54:00,141,Anna
214,Activity 50,2023-01-03 10:10:00,260,Tom
214,Activity 2,2023-01-03 11:58:00,298,Susan
214,Activity 28,2023-01-03 13:43:00,89,Anna
214,Activity 32,2023-01-03 14:35:00,133,Peter
215,Activity 17,2023-01-01 12:36:00,115,Peter
215,Activity 32,2023-01-01 13:00:00,173,Lisa
215,Activity 50,2023-01-01 14:10:00,213,Tom
215,Activity 42,2023-01-01 14:25:00,83,Susan
215,Activity 28,2023-01-01 15:22:00,88,Tom
216,Activity 20,2023-01-01 11:59:00,206,Peter
216,Activity 32,2023-01-01 12:42:00,243,John
216,Activity 45,2023-01-01 12:56:00,291,John
216,Activity 43,2023-01-01 14:51:00,156,Anna
216,Activity 25,2023-01-01 16:00:00,210,John
216,Activity 9,2023-01-01 17:44:00,170,Tom
216,Activity 28,2023-01-01 18:14:00,178,Peter
217,Activity 30,2023-01-01 19:55:00,280,Lisa
217,Activity 47,2023-01-01 20:48:00,117,Anna
217,Activity 22,2023-01-01 21:28:00,106,Lisa
218,Activity 36,2023-01-02 23:31:00,105,Lisa
218,Activity 21,2023-01-03 00:39:00,170,Lisa
218,Activity 23,2023-01-03 01:45:00,50,Lisa
219,Activity 48,2023-01-01 14:01:00,243,Tom
219,Activity 33,2023-01-01 14:48:00,185,Anna
219,Activity 11,2023-01-01 16:47:00,207,Mike
220,Activity 25,2023-01-03 02:28:00,247,Peter
220,Activity 1,2023-01-03 03:16:00,119,Susan
220,Activity 5,2023-01-03 04:07:00,202,Anna
221,Activity 24,2023-01-01 14:15:00,242,Laura
221,Activity 36,2023-01-01 14:21:00,212,Laura
221,Activity 8,2023-01-01 16:01:00,150,Anna
221,Activity 5,2023-01-01 16:35:00,161,Peter
222,Activity 42,2023-01-02 11:31:00,257,Lisa
222,Activity 23,2023-01-02 11:47:00,201,Tom
222,Activity 14,2023-01-02 13:37:00,111,Laura
222,Activity 47,2023-01-02 14:51:00,272,Mike
222,Activity 25,2023-01-02 16:40:00,258,Susan
222,Activity 46,2023-01-02 18:19:00,224,Laura
222,Activity 18,2023-01-02 20:09:00,293,Laura
222,Activity 43,2023-01-02 20:42:00,174,John
222,Activity 29,2023-01-02 21:59:00,92,Lisa
222,Activity 3,2023-01-02 22:18:00,151,Lisa
223,Activity 22,2023-01-02 14:32:00,114,John
223,Activity 36,2023-01-02 15:09:00,258,Laura
223,Activity 10,2023-01-02 16:23:00,231,Anna
223,Activity 45,2023-01-02 17:19:00,121,Anna
223,Activity 46,2023-01-02 17:48:00,179,Peter
224,Activity 22,2023-01-02 01:02:00,81,Tom
224,Activity 36,2023-01-02 01:54:00,135,Susan
224,Activity 44,2023-01-02 02:28:00,275,Tom
224,Activity 17,2023-01-02 03:39:00,168,John
224,Activity 18,2023-01-02 04:05:00,262,John
224,Activity 41,2023-01-02 05:54:00,236,Tom
224,Activity 13,2023-01-02 06:25:00,134,Tom
225,Activity 35,2023-01-03 01:00:00,216,Peter
225,Activity 33,2023-01-03 02:28:00,208,Susan
225,Activity 29,2023-01-03 03:03:00,201,Anna
225,Activity 14,2023-01-03 03:44:00,284,Peter
225,Activity 5,2023-01-03 03:57:00,188,Peter
226,Activity 38,2023-01-02 00:09:00,77,Laura
226,Activity 20,2023-01-02 00:33:00,164,Peter
226,Activity 48,2023-01-02 01:03:00,135,Anna
226,Activity 1,2023-01-02 02:12:00,253,Mike
226,Activity 48,2023-01-02 03:40:00,148,Lisa
226,Activity 41,2023-01-02 04:52:00,171,Laura
226,Activity 9,2023-01-02 05:49:00,122,Mike
226,Activity 4,2023-01-02 07:17:00,243,Lisa
226,Activity 49,2023-01-02 08:41:00,300,Anna
227,Activity 42,2023-01-02 23:08:00,140,Susan
227,Activity 2,2023-01-03 00:48:00,201,Mike
227,Activity 35,2023-01-03 02:12:00,266,Anna
227,Activity 42,2023-01-03 03:09:00,102,Peter
227,Activity 49,2023-01-03 05:09:00,98,Lisa
228,Activity 6,2023-01-02 20:51:00,83,Anna
228,Activity 32,2023-01-02 21:44:00,242,Lisa
228,Activity 21,2023-01-02 23:29:00,296,Susan
228,Activity 20,2023-01-02 23:46:00,82,Lisa
229,Activity 17,2023-01-02 01:31:00,238,Anna
229,Activity 47,2023-01-02 01:34:00,257,John
229,Activity 21,2023-01-02 02:19:00,89,Laura
229,Activity 43,2023-01-02 03:38:00,178,Laura
229,Activity 21,2023-01-02 04:40:00,135,Susan
229,Activity 12,2023-01-02 06:15:00,255,Anna
230,Activity 21,2023-01-02 22:27:00,285,Laura
230,Activity 33,2023-01-02 23:08:00,132,Mike
230,Activity 14,2023-01-02 23:49:00,135,Anna
230,Activity 20,2023-01-03 01:49:00,215,Lisa
230,Activity 20,2023-01-03 03:45:00,178,John
230,Activity 37,2023-01-03 05:22:00,94,Lisa
230,Activity 20,2023-01-03 07:07:00,241,Tom
230,Activity 14,2023-01-03 07:18:00,176,Mike
230,Activity 49,2023-01-03 07:31:00,161,Mike
230,Activity 15,2023-01-03 09:04:00,230,John
231,Activity 29,2023-01-03 07:07:00,194,John
231,Activity 19,2023-01-03 09:03:00,242,Anna
231,Activity 15,2023-01-03 10:42:00,63,Anna
231,Activity 37,2023-01-03 12:31:00,161,Tom
231,Activity 16,2023-01-03 13:58:00,188,John
231,Activity 7,2023-01-03 14:28:00,97,Susan
231,Activity 44,2023-01-03 16:01:00,236,Lisa
231,Activity 33,2023-01-03 17:28:00,76,Tom
231,Activity 4,2023-01-03 17:35:00,188,Laura
232,Activity 2,2023-01-02 03:01:00,149,Mike
232,Activity 49,2023-01-02 03:35:00,267,Anna
232,Activity 6,2023-01-02 05:02:00,91,Lisa
232,Activity 37,2023-01-02 06:11:00,133,Laura
232,Activity 26,2023-01-02 06:14:00,281,Lisa
232,Activity 41,2023-01-02 07:50:00,251,Laura
232,Activity 18,2023-01-02 08:20:00,146,Laura
232,Activity 15,2023-01-02 08:27:00,232,Mike
232,Activity 27,2023-01-02 09:07:00,93,Peter
232,Activity 42,2023-01-02 09:32:00,235,Laura
233,Activity 4,2023-01-01 23:49:00,294,Mike
233,Activity 11,2023-01-02 01:27:00,201,Susan
233,Activity 43,2023-01-02 01:46:00,73,John
233,Activity 3,2023-01-02 02:13:00,191,Mike
233,Activity 49,2023-01-02 03:42:00,281,Anna
233,Activity 37,2023-01-02 03:45:00,250,John
233,Activity 40,2023-01-02 04:46:00,94,John
233,Activity 1,2023-01-02 05:25:00,222,Mike
233,Activity 8,2023-01-02 06:07:00,64,Susan
233,Activity 42,2023-01-02 07:08:00,166,John
234,Activity 8,2023-01-01 22:47:00,156,Peter
234,Activity 34,2023-01-01 23:44:00,227,Laura
234,Activity 31,2023-01-02 00:12:00,216,John
234,Activity 31,2023-01-02 01:16:00,245,Mike
235,Activity 21,2023-01-01 10:54:00,177,Tom
235,Activity 38,2023-01-01 12:51:00,178,Lisa
235,Activity 37,2023-01-01 13:04:00,85,Anna
235,Activity 21,2023-01-01 13:49:00,81,Mike
235,Activity 40,2023-01-01 15:06:00,114,Anna
235,Activity 27,2023-01-01 16:51:00,154,Lisa
235,Activity 34,2023-01-01 17:03:00,118,Lisa
235,Activity 20,2023-01-01 17:28:00,122,Laura
235,Activity 25,2023-01-01 17:40:00,283,Lisa
235,Activity 14,2023-01-01 17:50:00,50,Tom
236,Activity 4,2023-01-03 05:23:00,151,Susan
236,Activity 5,2023-01-03 07:20:00,235,Peter
236,Activity 12,2023-01-03 08:43:00,269,Susan
236,Activity 41,2023-01-03 08:53:00,67,John
236,Activity 18,2023-01-03 10:44:00,55,Laura
236,Activity 48,2023-01-03 12:31:00,137,Laura
